renewable_resource,carrier,installed_capacity_mw,official_connection_bus,response_zone_id,constraint_group_count,mode_id,branch,flow_sign,normalized_positive_relief,relief_mw_per_mw_curtailment,mapping_method
11571-1,solar,50.0,1151,C003-Z001,5,2561-3781-1::+1,2561-3781-1,1,0.9999999999701596,0.012039979995901747,official_model_generator_bus_assignment
12271-1,solar,4.99,1221,C003-Z001,3,1122-1742-1::+1,1122-1742-1,1,0.08174870964105473,0.04595241789335218,official_model_generator_bus_assignment
12271-1,solar,4.99,1221,C003-Z001,3,3082-3122-1::-1,3082-3122-1,-1,0.08580861511085124,0.056799804209041446,official_model_generator_bus_assignment
12271-1,solar,4.99,1221,C003-Z001,3,2561-3781-1::+1,2561-3781-1,1,0.9999999999627222,0.0120399799958122,official_model_generator_bus_assignment
12371-1,wind,31.5,1231,C003-Z001,3,1122-1742-1::+1,1122-1742-1,1,0.6630136712759054,0.37269189232774474,official_model_generator_bus_assignment
12371-1,wind,31.5,1231,C003-Z001,3,3082-3122-1::-1,3082-3122-1,-1,0.4179099075666925,0.2766295772999251,official_model_generator_bus_assignment
12371-1,wind,31.5,1231,C003-Z001,3,2561-3781-1::+1,2561-3781-1,1,0.999999999959881,0.012039979995777992,official_model_generator_bus_assignment
12372-2,wind,10.5,1231,C003-Z001,3,1122-1742-1::+1,1122-1742-1,1,0.6630136712759054,0.37269189232774474,official_model_generator_bus_assignment
12372-2,wind,10.5,1231,C003-Z001,3,3082-3122-1::-1,3082-3122-1,-1,0.4179099075666925,0.2766295772999251,official_model_generator_bus_assignment
12372-2,wind,10.5,1231,C003-Z001,3,2561-3781-1::+1,2561-3781-1,1,0.999999999959881,0.012039979995777992,official_model_generator_bus_assignment
12571-1,wind,19.45,1251,C003-Z001,4,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.273261231269172,0.14327901108666227,official_model_generator_bus_assignment
12571-1,wind,19.45,1251,C003-Z001,4,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6804304268803594,0.1432790110865963,official_model_generator_bus_assignment
12571-1,wind,19.45,1251,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.28180756288334335,0.14898655932261842,official_model_generator_bus_assignment
12571-1,wind,19.45,1251,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999628071,0.012039979995813223,official_model_generator_bus_assignment
12572-1,wind,12.0,1251,C003-Z001,4,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.273261231269172,0.14327901108666227,official_model_generator_bus_assignment
12572-1,wind,12.0,1251,C003-Z001,4,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6804304268803594,0.1432790110865963,official_model_generator_bus_assignment
12572-1,wind,12.0,1251,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.28180756288334335,0.14898655932261842,official_model_generator_bus_assignment
12572-1,wind,12.0,1251,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999628071,0.012039979995813223,official_model_generator_bus_assignment
12574-1,wind,13.399,1251,C003-Z001,4,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.273261231269172,0.14327901108666227,official_model_generator_bus_assignment
12574-1,wind,13.399,1251,C003-Z001,4,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6804304268803594,0.1432790110865963,official_model_generator_bus_assignment
12574-1,wind,13.399,1251,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.28180756288334335,0.14898655932261842,official_model_generator_bus_assignment
12574-1,wind,13.399,1251,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999628071,0.012039979995813223,official_model_generator_bus_assignment
12575-1,wind,15.0,1251,C003-Z001,4,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.273261231269172,0.14327901108666227,official_model_generator_bus_assignment
12575-1,wind,15.0,1251,C003-Z001,4,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6804304268803594,0.1432790110865963,official_model_generator_bus_assignment
12575-1,wind,15.0,1251,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.28180756288334335,0.14898655932261842,official_model_generator_bus_assignment
12575-1,wind,15.0,1251,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999628071,0.012039979995813223,official_model_generator_bus_assignment
12576-1,wind,10.2,1251,C003-Z001,4,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.273261231269172,0.14327901108666227,official_model_generator_bus_assignment
12576-1,wind,10.2,1251,C003-Z001,4,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6804304268803594,0.1432790110865963,official_model_generator_bus_assignment
12576-1,wind,10.2,1251,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.28180756288334335,0.14898655932261842,official_model_generator_bus_assignment
12576-1,wind,10.2,1251,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999628071,0.012039979995813223,official_model_generator_bus_assignment
12577-1,wind,4.2,1251,C003-Z001,4,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.273261231269172,0.14327901108666227,official_model_generator_bus_assignment
12577-1,wind,4.2,1251,C003-Z001,4,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6804304268803594,0.1432790110865963,official_model_generator_bus_assignment
12577-1,wind,4.2,1251,C003-Z001,4,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.28180756288334335,0.14898655932261842,official_model_generator_bus_assignment
12577-1,wind,4.2,1251,C003-Z001,4,2561-3781-1::+1,2561-3781-1,1,0.9999999999628071,0.012039979995813223,official_model_generator_bus_assignment
12771-1,solar,10.0,1271,C003-Z001,1,2561-3781-1::+1,2561-3781-1,1,0.9999999999601736,0.012039979995781516,official_model_generator_bus_assignment
12772-1,solar,7.14,1271,C003-Z001,1,2561-3781-1::+1,2561-3781-1,1,0.9999999999601736,0.012039979995781516,official_model_generator_bus_assignment
12872-DW,wind,8.4,1281,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.25999452408044027,0.13632288094866477,official_model_generator_bus_assignment
12872-DW,wind,8.4,1281,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6473958423772626,0.1363228809485586,official_model_generator_bus_assignment
12872-DW,wind,8.4,1281,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.24459731798503972,0.12931417614656723,official_model_generator_bus_assignment
12872-DW,wind,8.4,1281,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.1285443157833539,0.07225706855347366,official_model_generator_bus_assignment
12872-DW,wind,8.4,1281,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09921011355455416,0.06567073735167224,official_model_generator_bus_assignment
12872-DW,wind,8.4,1281,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999706236,0.012039979995907333,official_model_generator_bus_assignment
12873-1,wind,19.55,1281,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.25999452408044027,0.13632288094866477,official_model_generator_bus_assignment
12873-1,wind,19.55,1281,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6473958423772626,0.1363228809485586,official_model_generator_bus_assignment
12873-1,wind,19.55,1281,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.24459731798503972,0.12931417614656723,official_model_generator_bus_assignment
12873-1,wind,19.55,1281,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.1285443157833539,0.07225706855347366,official_model_generator_bus_assignment
12873-1,wind,19.55,1281,C003-Z001,6,3082-3122-1::-1,3082-3122-1,-1,0.09921011355455416,0.06567073735167224,official_model_generator_bus_assignment
12873-1,wind,19.55,1281,C003-Z001,6,2561-3781-1::+1,2561-3781-1,1,0.9999999999706236,0.012039979995907333,official_model_generator_bus_assignment
12874-1,wind,8.5,1281,C003-Z001,6,T3464-3462-34641-1-w1::+1,T3464-3462-34641-1-w1,1,0.25999452408044027,0.13632288094866477,official_model_generator_bus_assignment
12874-1,wind,8.5,1281,C003-Z001,6,T3464-3462-34641-1-w2::-1,T3464-3462-34641-1-w2,-1,0.6473958423772626,0.1363228809485586,official_model_generator_bus_assignment
12874-1,wind,8.5,1281,C003-Z001,6,T3934-3942-39402-1-w1::+1,T3934-3942-39402-1-w1,1,0.24459731798503972,0.12931417614656723,official_model_generator_bus_assignment
12874-1,wind,8.5,1281,C003-Z001,6,1122-1742-1::+1,1122-1742-1,1,0.1285443157833539,0.07225706855347366,official_model_generator_bus_assignment
