bus,ac_component,response_zone_id,component_zone_count,component_silhouette,feature_norm,active_mode_count,clustering_basis
1301,3,C003-Z001,2,0.8445897895128286,0.06599196162095741,16,centered_event_weighted_directional_ptdf
1311,3,C003-Z001,2,0.8445897895128286,0.051153752810085315,16,centered_event_weighted_directional_ptdf
1321,3,C003-Z001,2,0.8445897895128286,0.01918689617981846,16,centered_event_weighted_directional_ptdf
1331,3,C003-Z001,2,0.8445897895128286,0.02024566930087578,16,centered_event_weighted_directional_ptdf
1341,3,C003-Z001,2,0.8445897895128286,0.24763102669029569,16,centered_event_weighted_directional_ptdf
1351,3,C003-Z001,2,0.8445897895128286,0.018650823689774616,16,centered_event_weighted_directional_ptdf
1361,3,C003-Z001,2,0.8445897895128286,0.0274591161761571,16,centered_event_weighted_directional_ptdf
1371,3,C003-Z001,2,0.8445897895128286,0.022669158493781975,16,centered_event_weighted_directional_ptdf
1381,3,C003-Z001,2,0.8445897895128286,0.035828259078873,16,centered_event_weighted_directional_ptdf
1392,3,C003-Z001,2,0.8445897895128286,0.010663958574346577,16,centered_event_weighted_directional_ptdf
1401,3,C003-Z001,2,0.8445897895128286,0.04966980216062207,16,centered_event_weighted_directional_ptdf
1411,3,C003-Z001,2,0.8445897895128286,0.03436286386008654,16,centered_event_weighted_directional_ptdf
1421,3,C003-Z001,2,0.8445897895128286,0.03220831780151473,16,centered_event_weighted_directional_ptdf
1431,3,C003-Z001,2,0.8445897895128286,0.016524089198340516,16,centered_event_weighted_directional_ptdf
1441,3,C003-Z001,2,0.8445897895128286,0.03819514392210233,16,centered_event_weighted_directional_ptdf
1451,3,C003-Z001,2,0.8445897895128286,0.02266915849378196,16,centered_event_weighted_directional_ptdf
1461,3,C003-Z001,2,0.8445897895128286,0.03254440510855977,16,centered_event_weighted_directional_ptdf
1471,3,C003-Z001,2,0.8445897895128286,0.02539194059846209,16,centered_event_weighted_directional_ptdf
1472,3,C003-Z001,2,0.8445897895128286,0.025391940598462205,16,centered_event_weighted_directional_ptdf
1474,3,C003-Z001,2,0.8445897895128286,0.027062399818767843,16,centered_event_weighted_directional_ptdf
1481,3,C003-Z001,2,0.8445897895128286,0.03179411841071719,16,centered_event_weighted_directional_ptdf
1491,3,C003-Z001,2,0.8445897895128286,0.02154933791424295,16,centered_event_weighted_directional_ptdf
1501,3,C003-Z001,2,0.8445897895128286,0.03819514392209717,16,centered_event_weighted_directional_ptdf
1511,3,C003-Z001,2,0.8445897895128286,0.06110248272989324,16,centered_event_weighted_directional_ptdf
1521,3,C003-Z001,2,0.8445897895128286,0.017123355238477394,16,centered_event_weighted_directional_ptdf
1522,3,C003-Z001,2,0.8445897895128286,0.025201248377137612,16,centered_event_weighted_directional_ptdf
1531,3,C003-Z001,2,0.8445897895128286,0.035196232865257714,16,centered_event_weighted_directional_ptdf
1541,3,C003-Z001,2,0.8445897895128286,0.06976570706440602,16,centered_event_weighted_directional_ptdf
1551,3,C003-Z001,2,0.8445897895128286,0.04139107231047059,16,centered_event_weighted_directional_ptdf
1561,3,C003-Z001,2,0.8445897895128286,0.03436286386008589,16,centered_event_weighted_directional_ptdf
1571,3,C003-Z001,2,0.8445897895128286,0.2840257211948093,16,centered_event_weighted_directional_ptdf
1581,3,C003-Z001,2,0.8445897895128286,0.033111139149983405,16,centered_event_weighted_directional_ptdf
1591,3,C003-Z001,2,0.8445897895128286,0.015675416496061856,16,centered_event_weighted_directional_ptdf
1601,3,C003-Z001,2,0.8445897895128286,0.04139396344000058,16,centered_event_weighted_directional_ptdf
1602,3,C003-Z001,2,0.8445897895128286,0.04329753868402591,16,centered_event_weighted_directional_ptdf
1611,3,C003-Z001,2,0.8445897895128286,0.045644173781052885,16,centered_event_weighted_directional_ptdf
1621,3,C003-Z001,2,0.8445897895128286,0.038086958353150506,16,centered_event_weighted_directional_ptdf
1631,3,C003-Z001,2,0.8445897895128286,0.07774380955127713,16,centered_event_weighted_directional_ptdf
1641,3,C003-Z001,2,0.8445897895128286,0.014269513129528589,16,centered_event_weighted_directional_ptdf
1642,3,C003-Z001,2,0.8445897895128286,0.01246677249051969,16,centered_event_weighted_directional_ptdf
1651,3,C003-Z001,2,0.8445897895128286,0.05467486735279922,16,centered_event_weighted_directional_ptdf
1661,3,C003-Z001,2,0.8445897895128286,0.030339383539850367,16,centered_event_weighted_directional_ptdf
1671,3,C003-Z001,2,0.8445897895128286,0.01709730538224749,16,centered_event_weighted_directional_ptdf
1681,3,C003-Z001,2,0.8445897895128286,0.04049687557323143,16,centered_event_weighted_directional_ptdf
1691,3,C003-Z001,2,0.8445897895128286,0.06827520878746245,16,centered_event_weighted_directional_ptdf
1701,3,C003-Z001,2,0.8445897895128286,0.19521975711615933,16,centered_event_weighted_directional_ptdf
1711,3,C003-Z001,2,0.8445897895128286,0.02533406790075206,16,centered_event_weighted_directional_ptdf
1721,3,C003-Z001,2,0.8445897895128286,0.027198966156982012,16,centered_event_weighted_directional_ptdf
1731,3,C003-Z001,2,0.8445897895128286,0.025334067900753383,16,centered_event_weighted_directional_ptdf
1741,3,C003-Z001,2,0.8445897895128286,0.06827520878746002,16,centered_event_weighted_directional_ptdf
1742,3,C003-Z001,2,0.8445897895128286,0.06827520878745838,16,centered_event_weighted_directional_ptdf
1751,3,C003-Z001,2,0.8445897895128286,0.04744111001035657,16,centered_event_weighted_directional_ptdf
1761,3,C003-Z001,2,0.8445897895128286,0.19521975711614534,16,centered_event_weighted_directional_ptdf
1781,3,C003-Z001,2,0.8445897895128286,0.0481205180365768,16,centered_event_weighted_directional_ptdf
1791,3,C003-Z001,2,0.8445897895128286,0.01667958369804615,16,centered_event_weighted_directional_ptdf
1801,3,C003-Z001,2,0.8445897895128286,0.06427055220045538,16,centered_event_weighted_directional_ptdf
1810,3,C003-Z001,2,0.8445897895128286,0.025391940598462302,16,centered_event_weighted_directional_ptdf
1811,3,C003-Z001,2,0.8445897895128286,0.02886975886614112,16,centered_event_weighted_directional_ptdf
1821,3,C003-Z001,2,0.8445897895128286,0.0172154536830314,16,centered_event_weighted_directional_ptdf
1831,3,C003-Z001,2,0.8445897895128286,0.20875054321590886,16,centered_event_weighted_directional_ptdf
1841,3,C003-Z001,2,0.8445897895128286,0.06127549534294534,16,centered_event_weighted_directional_ptdf
1851,3,C003-Z001,2,0.8445897895128286,0.06827520878745799,16,centered_event_weighted_directional_ptdf
1861,3,C003-Z001,2,0.8445897895128286,0.044811572165258357,16,centered_event_weighted_directional_ptdf
1871,3,C003-Z001,2,0.8445897895128286,0.02266915849378174,16,centered_event_weighted_directional_ptdf
1881,3,C003-Z001,2,0.8445897895128286,0.03705233618782065,16,centered_event_weighted_directional_ptdf
1901,3,C003-Z001,2,0.8445897895128286,0.017574268773341617,16,centered_event_weighted_directional_ptdf
1911,3,C003-Z001,2,0.8445897895128286,0.010439207518219303,16,centered_event_weighted_directional_ptdf
1921,3,C003-Z001,2,0.8445897895128286,0.035593768187694504,16,centered_event_weighted_directional_ptdf
1931,3,C003-Z001,2,0.8445897895128286,0.07297491527064434,16,centered_event_weighted_directional_ptdf
1941,3,C003-Z001,2,0.8445897895128286,0.017097305382247525,16,centered_event_weighted_directional_ptdf
1951,3,C003-Z001,2,0.8445897895128286,0.030339383539801732,16,centered_event_weighted_directional_ptdf
1961,3,C003-Z001,2,0.8445897895128286,0.03519383458719755,16,centered_event_weighted_directional_ptdf
1971,3,C003-Z001,2,0.8445897895128286,0.04744111001036216,16,centered_event_weighted_directional_ptdf
1981,3,C003-Z001,2,0.8445897895128286,0.05099262024535184,16,centered_event_weighted_directional_ptdf
1991,3,C003-Z001,2,0.8445897895128286,0.062413724525500446,16,centered_event_weighted_directional_ptdf
2001,3,C003-Z001,2,0.8445897895128286,0.03079772582195961,16,centered_event_weighted_directional_ptdf
2002,3,C003-Z001,2,0.8445897895128286,0.03233940941522696,16,centered_event_weighted_directional_ptdf
2011,3,C003-Z001,2,0.8445897895128286,0.01747088711898101,16,centered_event_weighted_directional_ptdf
2021,3,C003-Z001,2,0.8445897895128286,0.034362863860090666,16,centered_event_weighted_directional_ptdf
2041,3,C003-Z001,2,0.8445897895128286,0.02266915849378206,16,centered_event_weighted_directional_ptdf
2042,3,C003-Z001,2,0.8445897895128286,0.025236633273586558,16,centered_event_weighted_directional_ptdf
2052,3,C003-Z001,2,0.8445897895128286,0.025234439371925852,16,centered_event_weighted_directional_ptdf
2061,3,C003-Z001,2,0.8445897895128286,0.036461977761711596,16,centered_event_weighted_directional_ptdf
2072,3,C003-Z001,2,0.8445897895128286,0.02523663327358637,16,centered_event_weighted_directional_ptdf
2090,3,C003-Z001,2,0.8445897895128286,0.04304055780070538,16,centered_event_weighted_directional_ptdf
2091,3,C003-Z001,2,0.8445897895128286,0.20875054321582504,16,centered_event_weighted_directional_ptdf
2101,3,C003-Z001,2,0.8445897895128286,0.020460278523805338,16,centered_event_weighted_directional_ptdf
2111,3,C003-Z001,2,0.8445897895128286,0.04304055780070519,16,centered_event_weighted_directional_ptdf
2121,3,C003-Z001,2,0.8445897895128286,0.034601556479010906,16,centered_event_weighted_directional_ptdf
2131,3,C003-Z001,2,0.8445897895128286,0.061102482729915246,16,centered_event_weighted_directional_ptdf
2141,3,C003-Z001,2,0.8445897895128286,0.029690982416177653,16,centered_event_weighted_directional_ptdf
2151,3,C003-Z001,2,0.8445897895128286,0.05553688768638198,16,centered_event_weighted_directional_ptdf
2161,3,C003-Z001,2,0.8445897895128286,0.02683352645783756,16,centered_event_weighted_directional_ptdf
2171,3,C003-Z001,2,0.8445897895128286,0.20875054321583658,16,centered_event_weighted_directional_ptdf
2181,3,C003-Z001,2,0.8445897895128286,0.021163519902108675,16,centered_event_weighted_directional_ptdf
2191,3,C003-Z001,2,0.8445897895128286,0.021205830085529516,16,centered_event_weighted_directional_ptdf
2202,3,C003-Z001,2,0.8445897895128286,0.02309783551001294,16,centered_event_weighted_directional_ptdf
2204,3,C003-Z001,2,0.8445897895128286,0.028792321975787207,16,centered_event_weighted_directional_ptdf
2211,3,C003-Z001,2,0.8445897895128286,0.05025780956447682,16,centered_event_weighted_directional_ptdf
2212,3,C003-Z001,2,0.8445897895128286,0.02879232197579398,16,centered_event_weighted_directional_ptdf
2221,3,C003-Z001,2,0.8445897895128286,0.03994372333182447,16,centered_event_weighted_directional_ptdf
2225,3,C003-Z001,2,0.8445897895128286,0.03994275991050955,16,centered_event_weighted_directional_ptdf
2231,3,C003-Z001,2,0.8445897895128286,0.021672291167415283,16,centered_event_weighted_directional_ptdf
2241,3,C003-Z001,2,0.8445897895128286,0.005549824544156889,16,centered_event_weighted_directional_ptdf
2251,3,C003-Z001,2,0.8445897895128286,0.0253340679007522,16,centered_event_weighted_directional_ptdf
2261,3,C003-Z001,2,0.8445897895128286,0.017470887118981034,16,centered_event_weighted_directional_ptdf
2271,3,C003-Z001,2,0.8445897895128286,0.009482867155157787,16,centered_event_weighted_directional_ptdf
2281,3,C003-Z001,2,0.8445897895128286,0.024281426729067884,16,centered_event_weighted_directional_ptdf
2301,3,C003-Z001,2,0.8445897895128286,0.018512370142020593,16,centered_event_weighted_directional_ptdf
2312,3,C003-Z001,2,0.8445897895128286,0.02697358668233209,16,centered_event_weighted_directional_ptdf
2321,3,C003-Z001,2,0.8445897895128286,0.33339835512293947,16,centered_event_weighted_directional_ptdf
2331,3,C003-Z001,2,0.8445897895128286,0.2087505432158251,16,centered_event_weighted_directional_ptdf
2341,3,C003-Z001,2,0.8445897895128286,0.03716788681892436,16,centered_event_weighted_directional_ptdf
2351,3,C003-Z001,2,0.8445897895128286,0.06165595088786535,16,centered_event_weighted_directional_ptdf
2361,3,C003-Z001,2,0.8445897895128286,0.03220142270209998,16,centered_event_weighted_directional_ptdf
2391,3,C003-Z001,2,0.8445897895128286,0.02417341500111327,16,centered_event_weighted_directional_ptdf
2401,3,C003-Z001,2,0.8445897895128286,0.017123355238481044,16,centered_event_weighted_directional_ptdf
2421,3,C003-Z001,2,0.8445897895128286,0.028869758866140998,16,centered_event_weighted_directional_ptdf
2441,3,C003-Z001,2,0.8445897895128286,0.021268052505527525,16,centered_event_weighted_directional_ptdf
2481,3,C003-Z001,2,0.8445897895128286,0.06427055220044685,16,centered_event_weighted_directional_ptdf
2491,3,C003-Z001,2,0.8445897895128286,0.06427055220046307,16,centered_event_weighted_directional_ptdf
2521,3,C003-Z001,2,0.8445897895128286,0.04383703820470327,16,centered_event_weighted_directional_ptdf
2522,3,C003-Z001,2,0.8445897895128286,0.030562555538709263,16,centered_event_weighted_directional_ptdf
2541,3,C003-Z001,2,0.8445897895128286,0.03220831780151693,16,centered_event_weighted_directional_ptdf
2551,3,C003-Z001,2,0.8445897895128286,0.03436286386008971,16,centered_event_weighted_directional_ptdf
2561,3,C003-Z001,2,0.8445897895128286,0.025334074797137698,16,centered_event_weighted_directional_ptdf
2562,3,C003-Z001,2,0.8445897895128286,0.02533227787449153,16,centered_event_weighted_directional_ptdf
2563,3,C003-Z001,2,0.8445897895128286,0.02533583801793179,16,centered_event_weighted_directional_ptdf
2571,3,C003-Z001,2,0.8445897895128286,0.025334067900751617,16,centered_event_weighted_directional_ptdf
2581,3,C003-Z001,2,0.8445897895128286,0.022669158493781084,16,centered_event_weighted_directional_ptdf
2591,3,C003-Z001,2,0.8445897895128286,0.034362863860090645,16,centered_event_weighted_directional_ptdf
2601,3,C003-Z001,2,0.8445897895128286,0.058246989463960785,16,centered_event_weighted_directional_ptdf
2641,3,C003-Z001,2,0.8445897895128286,0.050257809564486215,16,centered_event_weighted_directional_ptdf
2651,3,C003-Z001,2,0.8445897895128286,0.0168197518625316,16,centered_event_weighted_directional_ptdf
2661,3,C003-Z001,2,0.8445897895128286,0.07774380955121903,16,centered_event_weighted_directional_ptdf
2671,3,C003-Z001,2,0.8445897895128286,0.07774380955121925,16,centered_event_weighted_directional_ptdf
2681,3,C003-Z001,2,0.8445897895128286,0.043837038204743,16,centered_event_weighted_directional_ptdf
2691,3,C003-Z001,2,0.8445897895128286,0.021118014080141315,16,centered_event_weighted_directional_ptdf
2701,3,C003-Z001,2,0.8445897895128286,0.025334067900766075,16,centered_event_weighted_directional_ptdf
2712,3,C003-Z001,2,0.8445897895128286,0.06247255583558457,16,centered_event_weighted_directional_ptdf
2721,3,C003-Z001,2,0.8445897895128286,0.021560445551809266,16,centered_event_weighted_directional_ptdf
2731,3,C003-Z001,2,0.8445897895128286,0.047441110010362365,16,centered_event_weighted_directional_ptdf
2741,3,C003-Z001,2,0.8445897895128286,0.03403406783300779,16,centered_event_weighted_directional_ptdf
2742,3,C003-Z001,2,0.8445897895128286,0.03638579406833134,16,centered_event_weighted_directional_ptdf
2761,3,C003-Z001,2,0.8445897895128286,0.025334067900752242,16,centered_event_weighted_directional_ptdf
2771,3,C003-Z001,2,0.8445897895128286,0.04744111001035844,16,centered_event_weighted_directional_ptdf
2781,3,C003-Z001,2,0.8445897895128286,0.04304055780070269,16,centered_event_weighted_directional_ptdf
2791,3,C003-Z001,2,0.8445897895128286,0.022251723314246553,16,centered_event_weighted_directional_ptdf
2801,3,C003-Z001,2,0.8445897895128286,0.261487218614078,16,centered_event_weighted_directional_ptdf
2821,3,C003-Z001,2,0.8445897895128286,0.04488917126024506,16,centered_event_weighted_directional_ptdf
2841,3,C003-Z001,2,0.8445897895128286,0.02081121672252519,16,centered_event_weighted_directional_ptdf
2842,3,C003-Z001,2,0.8445897895128286,0.023116384547347088,16,centered_event_weighted_directional_ptdf
2852,3,C003-Z001,2,0.8445897895128286,0.03564677007410516,16,centered_event_weighted_directional_ptdf
2861,3,C003-Z001,2,0.8445897895128286,0.034362863860085364,16,centered_event_weighted_directional_ptdf
2870,3,C003-Z001,2,0.8445897895128286,0.26141642839306883,16,centered_event_weighted_directional_ptdf
2871,3,C003-Z001,2,0.8445897895128286,0.26148721861399127,16,centered_event_weighted_directional_ptdf
2881,3,C003-Z001,2,0.8445897895128286,0.037052336187845876,16,centered_event_weighted_directional_ptdf
2892,3,C003-Z001,2,0.8445897895128286,0.06282078864790176,16,centered_event_weighted_directional_ptdf
2921,3,C003-Z001,2,0.8445897895128286,0.016829790652765842,16,centered_event_weighted_directional_ptdf
2931,3,C003-Z001,2,0.8445897895128286,0.020556086751782682,16,centered_event_weighted_directional_ptdf
2941,3,C003-Z001,2,0.8445897895128286,0.032208317801517124,16,centered_event_weighted_directional_ptdf
2951,3,C003-Z001,2,0.8445897895128286,0.03436286386008977,16,centered_event_weighted_directional_ptdf
2962,3,C003-Z001,2,0.8445897895128286,0.025304733402051718,16,centered_event_weighted_directional_ptdf
2972,3,C003-Z001,2,0.8445897895128286,0.025304733402051704,16,centered_event_weighted_directional_ptdf
3061,3,C003-Z001,2,0.8445897895128286,0.03845969143513711,16,centered_event_weighted_directional_ptdf
3081,3,C003-Z001,2,0.8445897895128286,0.03436286386008895,16,centered_event_weighted_directional_ptdf
3082,3,C003-Z001,2,0.8445897895128286,0.03452097298795828,16,centered_event_weighted_directional_ptdf
3091,3,C003-Z001,2,0.8445897895128286,0.034362863860084886,16,centered_event_weighted_directional_ptdf
3101,3,C003-Z001,2,0.8445897895128286,0.01658454469795062,16,centered_event_weighted_directional_ptdf
3111,3,C003-Z001,2,0.8445897895128286,0.03500494184800902,16,centered_event_weighted_directional_ptdf
3122,3,C003-Z001,2,0.8445897895128286,0.08956263236318045,16,centered_event_weighted_directional_ptdf
3181,3,C003-Z001,2,0.8445897895128286,0.08019028642191595,16,centered_event_weighted_directional_ptdf
3190,3,C003-Z001,2,0.8445897895128286,0.05540657537613614,16,centered_event_weighted_directional_ptdf
3191,3,C003-Z001,2,0.8445897895128286,0.06110248272990397,16,centered_event_weighted_directional_ptdf
3192,3,C003-Z001,2,0.8445897895128286,0.06110248272989797,16,centered_event_weighted_directional_ptdf
3201,3,C003-Z001,2,0.8445897895128286,0.03500494184800863,16,centered_event_weighted_directional_ptdf
3202,3,C003-Z001,2,0.8445897895128286,0.03556168673029198,16,centered_event_weighted_directional_ptdf
3203,3,C003-Z001,2,0.8445897895128286,0.0355408287211518,16,centered_event_weighted_directional_ptdf
3204,3,C003-Z001,2,0.8445897895128286,0.035561686730282364,16,centered_event_weighted_directional_ptdf
3209,3,C003-Z001,2,0.8445897895128286,0.035003985788081775,16,centered_event_weighted_directional_ptdf
3221,3,C003-Z001,2,0.8445897895128286,0.03631734781376543,16,centered_event_weighted_directional_ptdf
3231,3,C003-Z001,2,0.8445897895128286,0.028869758866140904,16,centered_event_weighted_directional_ptdf
3241,3,C003-Z001,2,0.8445897895128286,0.019930290580659468,16,centered_event_weighted_directional_ptdf
3251,3,C003-Z001,2,0.8445897895128286,0.05393679075513371,16,centered_event_weighted_directional_ptdf
3261,3,C003-Z001,2,0.8445897895128286,0.01832280195785232,16,centered_event_weighted_directional_ptdf
3271,3,C003-Z001,2,0.8445897895128286,0.028869758866140953,16,centered_event_weighted_directional_ptdf
3281,3,C003-Z001,2,0.8445897895128286,0.037896482257783165,16,centered_event_weighted_directional_ptdf
3282,3,C003-Z001,2,0.8445897895128286,0.03810454186482627,16,centered_event_weighted_directional_ptdf
3301,3,C003-Z001,2,0.8445897895128286,0.04868348342500468,16,centered_event_weighted_directional_ptdf
3311,3,C003-Z001,2,0.8445897895128286,0.017470887118981104,16,centered_event_weighted_directional_ptdf
3321,3,C003-Z001,2,0.8445897895128286,0.02055037723796098,16,centered_event_weighted_directional_ptdf
3330,3,C003-Z001,2,0.8445897895128286,0.05115375281008268,16,centered_event_weighted_directional_ptdf
3331,3,C003-Z001,2,0.8445897895128286,0.05115375281008263,16,centered_event_weighted_directional_ptdf
3332,3,C003-Z001,2,0.8445897895128286,0.05115375281007085,16,centered_event_weighted_directional_ptdf
3341,3,C003-Z001,2,0.8445897895128286,0.01776327708851563,16,centered_event_weighted_directional_ptdf
3342,3,C003-Z001,2,0.8445897895128286,0.019252633244872783,16,centered_event_weighted_directional_ptdf
3352,3,C003-Z001,2,0.8445897895128286,0.024068034942818794,16,centered_event_weighted_directional_ptdf
3361,3,C003-Z001,2,0.8445897895128286,0.01747493753350101,16,centered_event_weighted_directional_ptdf
3381,3,C003-Z001,2,0.8445897895128286,0.016447878756895615,16,centered_event_weighted_directional_ptdf
3391,3,C003-Z001,2,0.8445897895128286,0.051153752810080645,16,centered_event_weighted_directional_ptdf
3401,3,C003-Z001,2,0.8445897895128286,0.03208602893385375,16,centered_event_weighted_directional_ptdf
3421,3,C003-Z001,2,0.8445897895128286,0.025334067900752637,16,centered_event_weighted_directional_ptdf
3431,3,C003-Z001,2,0.8445897895128286,0.028869758866141106,16,centered_event_weighted_directional_ptdf
3441,3,C003-Z001,2,0.8445897895128286,0.024832303670698563,16,centered_event_weighted_directional_ptdf
3461,3,C003-Z001,2,0.8445897895128286,0.05623190777592521,16,centered_event_weighted_directional_ptdf
3462,3,C003-Z001,2,0.8445897895128286,0.06282078864790183,16,centered_event_weighted_directional_ptdf
3464,3,C003-Z001,2,0.8445897895128286,0.0429621832632389,16,centered_event_weighted_directional_ptdf
3471,3,C003-Z001,2,0.8445897895128286,0.028869758866141113,16,centered_event_weighted_directional_ptdf
3472,3,C003-Z001,2,0.8445897895128286,0.028869758866148777,16,centered_event_weighted_directional_ptdf
3481,3,C003-Z001,2,0.8445897895128286,0.05623190777592525,16,centered_event_weighted_directional_ptdf
3491,3,C003-Z001,2,0.8445897895128286,0.019762738257145085,16,centered_event_weighted_directional_ptdf
3501,3,C003-Z001,2,0.8445897895128286,0.020615768981442843,16,centered_event_weighted_directional_ptdf
3511,3,C003-Z001,2,0.8445897895128286,0.014172898060924984,16,centered_event_weighted_directional_ptdf
3521,3,C003-Z001,2,0.8445897895128286,0.01993432768579981,16,centered_event_weighted_directional_ptdf
3522,3,C003-Z001,2,0.8445897895128286,0.024098967886315565,16,centered_event_weighted_directional_ptdf
3531,3,C003-Z001,2,0.8445897895128286,0.035107547490601854,16,centered_event_weighted_directional_ptdf
3541,3,C003-Z001,2,0.8445897895128286,0.03951275259015007,16,centered_event_weighted_directional_ptdf
3550,3,C003-Z001,2,0.8445897895128286,0.031109827680545227,16,centered_event_weighted_directional_ptdf
3551,3,C003-Z001,2,0.8445897895128286,0.018200178440829433,16,centered_event_weighted_directional_ptdf
3554,3,C003-Z001,2,0.8445897895128286,0.03110982768053924,16,centered_event_weighted_directional_ptdf
3561,3,C003-Z001,2,0.8445897895128286,0.017731478840773356,16,centered_event_weighted_directional_ptdf
3571,3,C003-Z001,2,0.8445897895128286,0.0035902986384630754,16,centered_event_weighted_directional_ptdf
3581,3,C003-Z001,2,0.8445897895128286,0.3552324465661279,16,centered_event_weighted_directional_ptdf
3591,3,C003-Z001,2,0.8445897895128286,0.3360417732481635,16,centered_event_weighted_directional_ptdf
3601,3,C003-Z001,2,0.8445897895128286,0.036305181492501025,16,centered_event_weighted_directional_ptdf
3611,3,C003-Z001,2,0.8445897895128286,0.03630518149250106,16,centered_event_weighted_directional_ptdf
3621,3,C003-Z001,2,0.8445897895128286,0.13681013617148866,16,centered_event_weighted_directional_ptdf
3631,3,C003-Z001,2,0.8445897895128286,0.03789648225775586,16,centered_event_weighted_directional_ptdf
3641,3,C003-Z001,2,0.8445897895128286,0.062413724525501695,16,centered_event_weighted_directional_ptdf
3642,3,C003-Z001,2,0.8445897895128286,0.06537003938442155,16,centered_event_weighted_directional_ptdf
3651,3,C003-Z001,2,0.8445897895128286,0.028869758866140963,16,centered_event_weighted_directional_ptdf
3662,3,C003-Z001,2,0.8445897895128286,0.3042131927385516,16,centered_event_weighted_directional_ptdf
3681,3,C003-Z001,2,0.8445897895128286,0.028869758866141123,16,centered_event_weighted_directional_ptdf
3691,3,C003-Z001,2,0.8445897895128286,0.05003919289701561,16,centered_event_weighted_directional_ptdf
3751,3,C003-Z001,2,0.8445897895128286,0.03220831780151693,16,centered_event_weighted_directional_ptdf
3761,3,C003-Z001,2,0.8445897895128286,0.02266915849378136,16,centered_event_weighted_directional_ptdf
3781,3,C003-Z001,2,0.8445897895128286,0.03925283631687221,16,centered_event_weighted_directional_ptdf
3801,3,C003-Z001,2,0.8445897895128286,0.0351487498068136,16,centered_event_weighted_directional_ptdf
3821,3,C003-Z001,2,0.8445897895128286,0.020862792636879304,16,centered_event_weighted_directional_ptdf
