mode_id,branch,flow_sign,ac_component,bus,relief_mw_per_mw_curtailment_or_charge,normalized_positive_relief,membership_threshold,balancing_reference,membership_type
3581-89516-1::+1,3581-89516-1,1,3,14010,0.0653602327134304,0.12730105133691555,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,14013,0.06536023271345102,0.1273010513369557,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,14016,0.06536023271330176,0.12730105133666497,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,16661,0.04471247153273112,0.08708574614390842,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,16662,0.044712471532734,0.08708574614391404,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,17010,0.2862246174223462,0.5574749844622874,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,17061,0.2862108392369561,0.5574481489169893,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,22811,0.03735833757754757,0.07276222027349022,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,22861,0.03736648169045479,0.07277808242838556,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,28019,0.3811410054748181,0.7423420739226265,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,28261,0.06977569972448261,0.13590098388481348,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,28710,0.3803544681259581,0.7408101480516671,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,28712,0.3802421677415866,0.7405914224382087,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,35011,0.0378105897923845,0.07364306448147541,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,35861,0.5134304236062007,0.9999999999999518,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,35862,0.5134304236062255,1.0,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,40461,0.08023498278523232,0.15627235764814823,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,40462,0.0802349827852323,0.1562723576481482,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,49662,0.03341389397169755,0.06507969227262675,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,49861,0.12785387188371317,0.2490188855301852,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,51911,0.38035446812594237,0.7408101480516366,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,66094,0.04753965112728827,0.09259219738748618,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,star:2522-2521-25221-1,0.06886390775568535,0.13412510164863234,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,star:2522-2521-25222-2,0.06893471770916686,0.13426301703156612,0.05,load_weighted_component_local,overlapping_directional_constraint_group
3581-89516-1::+1,3581-89516-1,1,3,star:5042-5041-50421-1,0.12840211765927398,0.2500866948191441,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1061,0.10002300251409892,0.12672833709835324,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1181,0.04439113469130322,0.05624320946119278,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1341,0.36065980678612053,0.4569530650289756,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1401,0.06536023271347416,0.08281088745533732,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1571,0.41234007663641303,0.5224315499204739,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1631,0.11924464339035247,0.15108200098887667,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1661,0.04471247153278281,0.056650340646475936,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1701,0.2862108392368115,0.3626268238737643,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1761,0.2862108392367862,0.36262682387373224,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1861,0.07206307411151232,0.09130333342133043,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1931,0.11211205457334489,0.14204506851068727,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1951,0.04471247153270488,0.056650340646377195,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,1981,0.07884161580756599,0.09989169105408242,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2321,0.4824355175195024,0.6112419079182526,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2521,0.07071190869865342,0.08959141774581086,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2522,0.05178837904230991,0.06561545836544984,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2601,0.08995723309118643,0.11397508846035777,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2661,0.11924464339026562,0.15108200098876665,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2671,0.11924464339026601,0.15108200098876715,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2681,0.07071190869870637,0.08959141774587796,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2801,0.38033681448307827,0.48188367500696994,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2821,0.06977569972442065,0.08840524852974128,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2870,0.3802362906089841,0.4817563120696212,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,2871,0.38033681448294504,0.4818836750068011,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,3581,0.5134304236060341,0.6505122038315564,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,3591,0.4861881108164113,0.6159964133457082,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,3691,0.0657461721748024,0.08329986963868928,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,4041,0.08023498278524491,0.10165707577170392,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,4071,0.4824355175195646,0.6112419079183314,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,4091,0.38023629060895026,0.4817563120695783,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,4371,0.09253395421903254,0.11723977333773987,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,4981,0.1278538718836621,0.16198982402191453,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,4991,0.5134304236059215,0.6505122038314137,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,5041,0.13812072667801467,0.1749978462029639,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,5042,0.08836144850180828,0.11195324226202388,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,5191,0.4123400766367497,0.5224315499209005,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,5241,0.08023498278523661,0.1016570757716934,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,5251,0.08023498278522007,0.10165707577167245,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,5341,0.07656283192329345,0.09700449026024824,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,5361,0.5134304236059314,0.6505122038314263,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,10619,0.10002300251409968,0.1267283370983542,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,14010,0.06536023271347396,0.08281088745533709,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,14013,0.06536023271349116,0.08281088745535888,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,14016,0.0653602327133703,0.08281088745520573,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,16661,0.044712471532782974,0.056650340646476144,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,16662,0.04471247153278674,0.05665034064648092,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,17010,0.2862246174222014,0.36264428072347693,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,17061,0.28621083923681184,0.36262682387376477,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,28019,0.38114100547462393,0.4829025785042299,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,28261,0.06977569972442116,0.08840524852974194,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,28710,0.3803544681257634,0.4819060420298045,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,28712,0.3802421677413923,0.48176375834895974,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,35861,0.5134304236060341,0.6505122038315564,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,35862,0.5134304236060577,0.6505122038315863,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,40461,0.08023498278524478,0.10165707577170377,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,40462,0.08023498278524475,0.10165707577170373,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,49861,0.12785387188366204,0.16198982402191445,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,51911,0.3803544681257398,0.4819060420297746,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,66094,0.047539651127261544,0.060232354380128694,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,89515,0.7892710091860576,0.9999999999998925,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,89516,0.7273203177104914,0.9215089737813486,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,89517,0.7892710091861425,1.0,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,star:2522-2521-25221-1,0.06886390775566911,0.08725001546259528,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,star:2522-2521-25222-2,0.06893471770913327,0.08733973110226786,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89510-89515-1::-1,T89510-89515-1,-1,3,star:5042-5041-50421-1,0.1284021176592154,0.1626844469957377,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1061,0.10002300251429178,0.13752262940915405,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1181,0.04439113469144204,0.06103381633990385,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1341,0.36065980678684445,0.49587478584675937,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1401,0.0653602327132267,0.08986443953462425,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1571,0.41234007663721967,0.5669305072282758,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1631,0.11924464339057737,0.16395065624715632,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1661,0.04471247153258384,0.06147562558586743,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1701,0.2862108392374113,0.3935141536238673,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1761,0.2862108392373899,0.39351415362383785,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1861,0.07206307411162421,0.09908024340422361,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1931,0.11211205457342933,0.1541439883410577,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1951,0.04471247153247198,0.06147562558571363,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,1981,0.07884161580783175,0.10840012837257226,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2281,0.03736648169032575,0.05137555046988677,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2321,0.4824355175202202,0.6633054319706797,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2521,0.07071190869875948,0.09722251252559584,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2522,0.0517883790423797,0.0712043617939618,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2601,0.08995723309111942,0.12368310206739948,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2661,0.11924464339050495,0.16395065624705674,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2671,0.119244643390505,0.16395065624705682,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2681,0.07071190869881884,0.09722251252567746,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2801,0.3803368144838331,0.5229289010939736,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2821,0.06977569972465936,0.09593530941672797,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2870,0.38023629060972397,0.5227906898111848,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,2871,0.38033681448368495,0.5229289010937699,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,3501,0.03778135243289558,0.05194596041508891,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,3581,0.5134304236067172,0.7059206392345869,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,3591,0.4861881108171313,0.6684649101339216,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,3691,0.06574617217455589,0.09039507157106165,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4041,0.08023498278511884,0.11031588260541512,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4071,0.48243551752028163,0.6633054319707642,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4091,0.38023629060969216,0.5227906898111411,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4371,0.09253395421898204,0.1272258617911656,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4671,0.03778135243287253,0.05194596041505722,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4701,0.037797544966384655,0.05196822369179764,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4711,0.0377975752328027,0.05196826530539939,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4981,0.1278538718838686,0.17578757085499813,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,4991,0.5134304236067377,0.7059206392346151,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,5041,0.13812072667826336,0.18990357249057596,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,5042,0.08836144850195636,0.12148904182969612,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,5191,0.4123400766375163,0.5669305072286837,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,5241,0.08023498278509224,0.11031588260537854,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,5251,0.08023498278509114,0.11031588260537703,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,5341,0.07656283192326038,0.10526700555298202,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,5361,0.5134304236067395,0.7059206392346176,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,10619,0.10002300251429226,0.13752262940915472,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,14010,0.0653602327132264,0.08986443953462384,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,14013,0.06536023271323795,0.08986443953463971,0.05,load_weighted_component_local,overlapping_directional_constraint_group
T89515-89516-1::-1,T89515-89516-1,-1,3,14016,0.06536023271314631,0.08986443953451372,0.05,load_weighted_component_local,overlapping_directional_constraint_group
